pre_skeleton_id,post_skeleton_id,weight
4408369,3299214,2
4408369,3664102,2
4408369,4195012,2
4408369,4229950,1
4408369,4230749,9
4408369,4234009,1
4408369,4241192,1
4408369,4401350,2
4408369,4415241,2
4408369,4598363,1
4408369,5395823,4
4408369,7057894,2
4408369,7802210,3
4408369,8066542,1
4408369,8068173,1
4408369,8262372,1
4408369,8274902,1
4408369,8338584,5
4408369,8509987,1
4408369,8798010,2
4408369,9609048,1
4408369,10163418,2
4408369,10673895,1
4408369,11524047,3
4408369,12726582,1
4408369,15421363,1
4408369,15617305,1
4408369,16797672,1
4408369,16883909,5
4408397,4022539,12
4408397,4235139,5
4408397,4401350,1
4408397,5966099,4
4408397,10163418,1
4408397,11017761,1
4408397,12871993,1
4408397,14541927,2
4408397,15617305,1
4408397,16178283,5
4408397,17016974,10
4408397,17355757,1
4411505,2506050,6
4411505,3299214,14
4411505,3819157,2
4411505,3886356,10
4411505,3890028,4
4411505,4117305,6
4411505,4134539,6
4411505,4195012,14
4411505,4230749,8
4411505,4241237,4
4411505,4401350,12
4411505,4411505,2
4411505,4412036,6
4411505,4412315,8
4411505,4414163,18
4411505,4414184,6
4411505,4518546,4
4411505,4617479,1
4411505,4884579,14
4411505,5321459,1
4411505,5395823,16
4411505,5937084,18
4411505,5966099,2
4411505,6611894,8
4411505,6704232,6
4411505,7055857,20
4411505,7056904,1
4411505,7057894,8
4411505,7187384,12
4411505,7802210,16
4411505,7901791,4
4411505,7910624,8
4411505,7919643,1
4411505,7983899,16
4411505,8012953,2
4411505,8078096,2
4411505,8118474,8
4411505,8262302,8
4411505,8262372,14
4411505,8262503,2
4411505,8263140,2
4411505,8263285,4
4411505,8318813,2
4411505,8319311,4
4411505,8338584,8
4411505,8513389,2
4411505,8798010,18
4411505,8838927,2
4411505,8864096,2
4411505,8865199,2
4411505,8877158,10
4411505,8922644,4
4411505,9109799,12
4411505,9141404,1
4411505,10163418,2
4411505,10446813,1
4411505,10673895,22
4411505,10702736,1
4411505,11003660,1
4411505,11017761,8
4411505,11725127,6
4411505,11725803,4
4411505,11785627,2
4411505,12475432,8
4411505,12587013,1
4411505,12726582,10
4411505,12789813,1
4411505,12871993,8
4411505,12964630,1
4411505,13199414,1
4411505,14082322,28
4411505,14193151,1
4411505,14522124,10
4411505,14541927,6
4411505,14804944,1
4411505,14898295,2
4411505,14898816,6
4411505,15253921,4
4411505,15398730,8
4411505,15404207,2
4411505,15421363,20
4411505,15571194,28
4411505,15592096,10
4411505,15761531,1
4411505,15762074,1
4411505,15762096,1
4411505,15793419,1
4411505,15809531,1
4411505,15810983,2
4411505,15834174,1
4411505,16039470,8
4411505,16058860,2
4411505,16210988,10
4411505,16223537,68
4411505,16240569,10
4411505,16300582,1
4411505,16353832,6
4411505,16387301,1
4411505,16435965,24
4411505,16438190,2
4411505,16444327,2
4411505,16464284,1
4411505,16475849,1
4411505,16491019,1
4411505,16603053,1
4411505,16627773,2
4411505,16627838,8
4411505,16627861,4
4411505,16629788,4
4411505,16629931,6
4411505,16630024,4
4411505,16630264,6
4411505,16630385,6
4411505,16630941,8
4411505,16631114,4
4411505,16631222,4
4411505,16782830,12
4411505,16797672,20
4411505,16797862,1
4411505,16837874,1
4411505,16846805,10
4411505,16868923,14
4411505,16883909,12
4411505,16939375,2
4411505,16977881,4
4411505,16989284,1
4411505,17004902,1
4411505,17016974,24
4411505,17097499,1
4411505,17125848,1
4411505,17131766,1
4411505,17147410,8
4411505,17147698,24
4411505,17164828,1
4411505,17164872,1
4411505,17164906,1
4411505,17165166,1
4411505,17165371,1
4411505,17165380,1
4411505,17165412,1
4411505,17165495,1
4411505,17165768,1
4411505,17165821,1
4411505,17165826,1
4411505,17165861,1
4411505,17169876,1
4411505,17170282,1
4411505,17195987,1
4411505,17274079,3
4411505,17276867,1
4411505,17355757,28
4411505,17373283,2
4411505,18028397,22
4411505,18500988,1
4411542,7897469,1
4411542,16178283,1
4411688,3299214,2
4411688,4235139,1
4411688,4884579,4
4411688,6611894,5
4411688,7057894,2
4411688,8798010,1
4411688,8877158,2
4411688,10163418,3
4411688,12871993,2
4411688,14541927,2
4411688,16797672,2
4412036,2506050,2
4412036,3299214,10
4412036,3819157,4
4412036,3886356,10
4412036,3890028,4
4412036,4117305,8
4412036,4128002,1
4412036,4134539,8
4412036,4195012,8
4412036,4230749,14
4412036,4241237,2
4412036,4401350,16
4412036,4408369,1
4412036,4411505,6
4412036,4412036,2
4412036,4412315,12
4412036,4414163,14
4412036,4414184,10
4412036,4518546,2
4412036,4884579,10
4412036,5395823,14
4412036,5937084,12
4412036,6611894,8
4412036,6702830,2
4412036,6704232,4
4412036,7055857,20
4412036,7056904,1
4412036,7057894,4
4412036,7187384,6
4412036,7802210,18
4412036,7901791,4
4412036,7910624,10
4412036,7983899,18
4412036,8118474,12
4412036,8177991,2
4412036,8262302,6
4412036,8262372,10
4412036,8262503,4
4412036,8263140,12
4412036,8263285,4
4412036,8319311,8
4412036,8338584,12
4412036,8513389,2
4412036,8540770,1
4412036,8798010,20
4412036,8877158,8
4412036,8922644,14
4412036,9045409,2
4412036,9051960,1
4412036,9109799,6
4412036,10673895,14
4412036,11017761,18
4412036,11600886,2
4412036,11691603,14
4412036,11691640,6
4412036,11725127,20
4412036,11725803,8
4412036,12092994,1
4412036,12233237,1
4412036,12475432,8
4412036,12478620,1
4412036,12726582,18
4412036,12871993,12
4412036,12963524,2
4412036,13531096,2
4412036,13962195,2
4412036,14082322,42
4412036,14193151,1
4412036,14267091,1
4412036,14460113,4
4412036,14519048,2
4412036,14522124,4
4412036,14898295,4
4412036,14898816,18
4412036,15253921,8
4412036,15398730,10
4412036,15404207,10
4412036,15421363,26
4412036,15566039,1
4412036,15571194,40
4412036,15592096,4
4412036,15721919,8
4412036,15722306,2
4412036,15722990,2
4412036,15788431,4
4412036,15810983,6
4412036,15825750,1
4412036,15825755,1
4412036,15825871,1
4412036,15993519,1
4412036,16039470,6
4412036,16058860,10
4412036,16188942,1
4412036,16210988,4
4412036,16223537,80
4412036,16240569,4
4412036,16353832,8
4412036,16435965,10
4412036,16440704,2
4412036,16444327,2
4412036,16445944,1
4412036,16446188,1
4412036,16446289,1
4412036,16447206,1
4412036,16448971,4
4412036,16464284,2
4412036,16528770,1
4412036,16627773,2
4412036,16627838,2
4412036,16627861,4
4412036,16627950,2
4412036,16629757,6
4412036,16629788,20
4412036,16629931,2
4412036,16630264,4
4412036,16630385,10
4412036,16630941,12
4412036,16631114,6
4412036,16782830,14
4412036,16797672,32
4412036,16797862,1
4412036,16849050,1
4412036,16868923,12
4412036,16883909,10
4412036,16936085,1
4412036,16939375,2
4412036,16939838,1
4412036,16939868,1
4412036,16939905,1
4412036,16943222,2
4412036,16943958,1
4412036,16944021,1
4412036,16944215,1
4412036,16944484,1
4412036,16975555,2
4412036,16975939,1
4412036,16977881,18
4412036,17016974,6
4412036,17048870,1
4412036,17140780,1
4412036,17147410,2
4412036,17147698,26
4412036,17274079,1
4412036,17355757,10
4412036,17557290,2
4412036,18028397,32
4412315,3299214,4
4412315,3886356,8
4412315,3890028,4
4412315,4117305,6
4412315,4134539,4
4412315,4195012,12
4412315,4230749,10
4412315,4401350,26
4412315,4411505,6
4412315,4412036,14
4412315,4414163,12
4412315,4414184,6
4412315,4518546,4
4412315,4884579,16
4412315,5395823,14
4412315,5839322,1
4412315,5937084,14
4412315,5966099,8
4412315,6611894,4
4412315,6651098,1
4412315,6704232,2
4412315,6710923,1
4412315,7055857,20
4412315,7057894,6
4412315,7187384,2
4412315,7802210,8
4412315,7983899,12
4412315,8118474,4
4412315,8177991,2
4412315,8248706,2
4412315,8262302,12
4412315,8262372,8
4412315,8263140,2
4412315,8318678,2
4412315,8318813,1
4412315,8338584,24
4412315,8355166,1
4412315,8513389,2
4412315,8516213,2
4412315,8798010,26
4412315,8877158,10
4412315,8922644,8
4412315,8957106,1
4412315,9020574,1
4412315,9051960,1
4412315,9109799,6
4412315,9983191,2
4412315,10455234,2
4412315,10673895,22
4412315,10702736,1
4412315,11017761,12
4412315,11691603,8
4412315,11691640,2
4412315,11725127,10
4412315,11725803,8
4412315,12092994,1
4412315,12475432,6
4412315,12726582,2
4412315,12805363,2
4412315,12871993,4
4412315,13961706,1
4412315,14073320,1
4412315,14082322,28
4412315,14255342,2
4412315,14519048,2
4412315,14540633,1
4412315,14898295,2
4412315,14898816,8
4412315,15398730,4
4412315,15404207,4
4412315,15421363,22
4412315,15571194,26
4412315,15592096,8
4412315,15721919,2
4412315,15722306,2
4412315,15722867,2
4412315,15722990,1
4412315,15788431,2
4412315,15810983,10
4412315,16058860,2
4412315,16210988,4
4412315,16223537,90
4412315,16240569,6
4412315,16277286,1
4412315,16317052,1
4412315,16317341,1
4412315,16347415,1
4412315,16386470,1
4412315,16435965,8
4412315,16440649,4
4412315,16444327,2
4412315,16476572,1
4412315,16627838,4
4412315,16627861,2
4412315,16629757,2
4412315,16630264,12
4412315,16630385,24
4412315,16630941,4
4412315,16662984,1
4412315,16662989,1
4412315,16758011,1
4412315,16782830,2
4412315,16797672,24
4412315,16797862,1
4412315,16846805,12
4412315,16868923,10
4412315,16883909,2
4412315,16891761,1
4412315,16899828,1
4412315,16916645,1
4412315,16944030,1
4412315,16975555,1
4412315,16977881,8
4412315,17012670,1
4412315,17016974,2
4412315,17052330,1
4412315,17136984,1
4412315,17147410,2
4412315,17147698,2
4412315,17274079,1
4412315,17276867,2
4412315,17291435,1
4412315,17291453,1
4412315,17291468,1
4412315,17294763,1
4412315,17294811,1
4412315,17294836,1
4412315,17294841,1
4412315,17295011,1
4412315,17295065,1
4412315,17355757,12
4412315,17728787,2
4412315,18028397,30
4412315,19043731,1
4414163,3299214,76
4414163,3347708,8
4414163,3587612,6
4414163,3819157,10
4414163,3819171,4
4414163,4117305,18
4414163,4134539,8
4414163,4227304,6
4414163,4227544,8
4414163,4230739,8
4414163,4241192,6
4414163,4411505,6
4414163,4412036,6
4414163,4412315,4
4414163,4414184,10
4414163,4415241,2
4414163,4444354,6
4414163,5051342,6
4414163,5835799,6
4414163,5836163,6
4414163,5836197,2
4414163,5836206,10
4414163,5836387,2
4414163,5937084,12
4414163,6704232,4
4414163,7690945,4
4414163,7786053,4
4414163,7828725,4
4414163,7838405,2
4414163,7840203,2
4414163,8066542,6
4414163,8068173,14
4414163,8177991,12
4414163,8262302,2
4414163,8262372,6
4414163,8262503,6
4414163,8263140,2
4414163,8263285,6
4414163,8393981,2
4414163,8413663,6
4414163,8419602,4
4414163,8504660,4
4414163,8513389,8
4414163,8835968,2
4414163,8865199,2
4414163,8891315,4
4414163,8957106,1
4414163,9531722,6
4414163,9556700,6
4414163,9609048,2
4414163,9730873,4
4414163,9796812,6
4414163,9809626,2
4414163,9889095,4
4414163,9897223,2
4414163,9983191,2
4414163,10056280,2
4414163,11013351,1
4414163,11691603,6
4414163,11725127,14
4414163,11725803,18
4414163,11785627,6
4414163,11813287,6
4414163,12726582,6
4414163,13451589,1
4414163,14460113,6
4414163,14519048,4
4414163,14522124,6
4414163,14898295,6
4414163,14898816,14
4414163,15232603,1
4414163,15421363,106
4414163,15571194,2
4414163,15721919,2
4414163,15722867,2
4414163,15734988,4
4414163,15861524,10
4414163,16015738,2
4414163,16039470,20
4414163,16058860,10
4414163,16210988,2
4414163,16250038,1
4414163,16277294,2
4414163,16325159,1
4414163,16435965,8
4414163,16438190,12
4414163,16440649,4
4414163,16444327,10
4414163,16627838,4
4414163,16627861,6
4414163,16627950,2
4414163,16629757,2
4414163,16629788,12
4414163,16629931,10
4414163,16630264,6
4414163,16630385,2
4414163,16630941,20
4414163,16631114,4
4414163,16631222,2
4414163,16720240,4
4414163,16850888,4
4414163,16939375,6
4414163,16977881,12
4414163,17147410,6
4414163,17440675,1
4414163,18014598,1
4414184,29,16
4414184,677717,6
4414184,3234817,2
4414184,3299214,82
4414184,3347708,12
4414184,3347834,2
4414184,3497901,4
4414184,3522293,2
4414184,3587612,8
4414184,3819157,6
4414184,4117305,2
4414184,4134539,2
4414184,4227304,10
4414184,4227544,6
4414184,4228119,1
4414184,4230061,12
4414184,4230739,8
4414184,4241192,18
4414184,4411505,6
4414184,4412036,6
4414184,4412315,12
4414184,4414163,4
4414184,4414184,6
4414184,4414426,6
4414184,4415241,10
4414184,4444354,6
4414184,4575178,1
4414184,5019924,10
4414184,5051342,6
4414184,5835799,4
4414184,5835815,10
4414184,5836035,4
4414184,5836163,6
4414184,5836181,2
4414184,5836197,12
4414184,5836206,14
4414184,5836387,4
4414184,5836957,1
4414184,5839322,1
4414184,5843637,1
4414184,5937084,12
4414184,6611894,2
4414184,6702830,6
4414184,7196392,6
4414184,7690945,6
4414184,7786053,14
4414184,7828725,12
4414184,7838405,2
4414184,7840203,6
4414184,7891312,8
4414184,8066542,20
4414184,8068173,8
4414184,8177991,4
4414184,8248706,2
4414184,8262302,12
4414184,8262372,6
4414184,8262503,6
4414184,8263140,8
4414184,8263285,4
4414184,8274902,2
4414184,8393981,6
4414184,8413663,10
4414184,8419602,2
4414184,8504660,2
4414184,8559607,6
4414184,8752697,1
4414184,8835968,4
4414184,8850802,6
4414184,8864096,2
4414184,8865199,4
4414184,8891315,2
4414184,8997281,4
4414184,9531722,8
4414184,9556700,16
4414184,9609048,12
4414184,9707941,2
4414184,9730873,2
4414184,9748579,1
4414184,9766793,8
4414184,9796812,10
4414184,9809626,8
4414184,9813188,2
4414184,9847388,2
4414184,9897223,6
4414184,9983191,10
4414184,10056280,2
4414184,11691603,4
4414184,11725127,4
4414184,11725803,16
4414184,11785627,2
4414184,11813287,10
4414184,12217572,2
4414184,12476320,1
4414184,12726582,12
4414184,13953546,1
4414184,14519048,8
4414184,14898295,2
4414184,14898816,18
4414184,15421363,54
4414184,15721919,12
4414184,15722867,6
4414184,15802481,1
4414184,15861524,2
4414184,16015738,4
4414184,16017113,2
4414184,16039470,8
4414184,16041285,1
4414184,16058860,4
4414184,16277286,1
4414184,16325159,1
4414184,16435965,4
4414184,16438190,4
4414184,16440649,12
4414184,16444327,4
4414184,16627773,4
4414184,16627838,4
4414184,16627861,4
4414184,16629757,2
4414184,16629931,4
4414184,16630264,4
4414184,16630385,6
4414184,16630941,4
4414184,16631114,2
4414184,16720240,8
4414184,16825986,1
4414184,16850888,10
4414184,16898268,1
4414184,16939375,2
4414184,16977881,6
4414184,17097303,1
4414184,17097308,1
4414184,17105524,1
4414184,17147410,4
4414184,17176927,1
4414184,17291321,1
4414426,29,8
4414426,2506050,4
4414426,3234817,34
4414426,3299214,2
4414426,3347834,6
4414426,3497901,2
4414426,3587612,2
4414426,3813487,2
4414426,3890028,2
4414426,4103336,1
4414426,4195012,10
4414426,4227304,2
4414426,4227831,1
4414426,4230061,2
4414426,4230749,8
4414426,4241192,2
4414426,4241237,8
4414426,4381377,2
4414426,4414184,10
4414426,4444354,2
4414426,4598363,14
4414426,4884579,2
4414426,4919895,4
4414426,5051342,4
4414426,5835815,8
4414426,5836035,2
4414426,5836181,4
4414426,5836197,2
4414426,5836387,6
4414426,5966099,2
4414426,6699205,2
4414426,6703240,2
4414426,7196392,2
4414426,7616956,12
4414426,7690945,2
4414426,7802210,4
4414426,7829784,6
4414426,7838405,2
4414426,7840203,4
4414426,7840791,6
4414426,7891312,4
4414426,7897469,6
4414426,7901791,2
4414426,8066411,2
4414426,8066542,2
4414426,8068173,2
4414426,8094859,6
4414426,8246750,2
4414426,8248631,2
4414426,8274902,6
4414426,8338584,2
4414426,8413663,2
4414426,8419602,16
4414426,8509987,2
4414426,8689674,4
4414426,8723397,2
4414426,8798010,4
4414426,8835968,6
4414426,8850802,2
4414426,8891315,2
4414426,8924186,2
4414426,8957325,4
4414426,8980589,4
4414426,8997281,10
4414426,9511772,2
4414426,9525492,6
4414426,9531722,6
4414426,9556700,2
4414426,9609048,2
4414426,9707941,4
4414426,9730873,6
4414426,9733140,1
4414426,9766793,6
4414426,9889095,4
4414426,10163418,2
4414426,10169396,2
4414426,10259967,4
4414426,10646408,2
4414426,11524047,12
4414426,11525714,2
4414426,11624548,1
4414426,11813287,2
4414426,12475432,2
4414426,13368006,1
4414426,15421363,2
4414426,15617305,4
4414426,15690588,1
4414426,15698338,1
4414426,15707553,2
4414426,16240569,2
4414426,16293746,1
4414426,16625432,2
4414426,16720240,2
4414426,16846805,6
4414426,17310530,1
4414426,18163015,1
4415241,29,4
4415241,2506050,2
4415241,3234817,20
4415241,3299214,26
4415241,3347708,6
4415241,3587612,2
4415241,3664102,10
4415241,3886356,4
4415241,3890028,6
4415241,4022539,18
4415241,4103336,1
4415241,4195012,28
4415241,4199033,1
4415241,4227304,8
4415241,4227544,16
4415241,4229950,8
4415241,4230061,4
4415241,4230739,4
4415241,4230749,32
4415241,4235139,4
4415241,4241192,2
4415241,4241237,38
4415241,4381129,16
4415241,4381377,12
4415241,4408369,1
4415241,4408397,2
4415241,4414163,2
4415241,4414184,8
4415241,4414426,4
4415241,4444354,4
4415241,4473922,2
4415241,4575178,3
4415241,4598109,10
4415241,4598363,26
4415241,4884579,4
4415241,5019924,8
4415241,5051342,12
4415241,5669107,1
4415241,5794678,1
4415241,5835799,6
4415241,5835815,4
4415241,5836035,6
4415241,5836163,6
4415241,5836197,6
4415241,5836206,10
4415241,5836387,2
4415241,5966099,4
4415241,6611100,3
4415241,6611894,6
4415241,6651098,1
4415241,6699205,24
4415241,6703240,20
4415241,7026287,1
4415241,7057894,10
4415241,7196392,6
4415241,7594047,1
4415241,7616956,30
4415241,7690945,2
4415241,7786053,4
4415241,7802210,24
4415241,7828725,4
4415241,7838405,2
4415241,7840203,2
4415241,7840791,46
4415241,7868195,4
4415241,7891312,4
4415241,7897469,8
4415241,7901791,2
4415241,8066542,14
4415241,8068173,22
4415241,8094859,4
4415241,8274902,8
4415241,8297018,24
4415241,8338584,14
4415241,8413663,6
4415241,8419602,2
4415241,8427677,2
4415241,8504660,6
4415241,8559607,2
4415241,8798010,8
4415241,8835968,10
4415241,8850802,6
4415241,8877158,2
4415241,8891315,6
4415241,8922644,2
4415241,8924186,2
4415241,8957325,2
4415241,8980589,68
4415241,9074101,6
4415241,9469519,6
4415241,9525492,2
4415241,9531722,2
4415241,9556700,6
4415241,9609048,10
4415241,9641919,1
4415241,9766793,6
4415241,9796812,10
4415241,9813188,6
4415241,9847388,2
4415241,9889095,4
4415241,9897223,4
4415241,10056280,10
4415241,10809383,1
4415241,11524047,40
4415241,11530147,1
4415241,11747268,1
4415241,11813287,12
4415241,11954529,1
4415241,11956921,1
4415241,11957058,1
4415241,12014235,1
4415241,12014422,1
4415241,12014540,1
4415241,12051707,1
4415241,12083367,1
4415241,12475432,2
4415241,12871993,6
4415241,13988443,1
4415241,14077615,2
4415241,14761284,1
4415241,15421363,4
4415241,15566333,2
4415241,15592096,2
4415241,16178283,20
4415241,16240569,2
4415241,16594509,1
4415241,16691937,1
4415241,16713832,1
4415241,16720240,14
4415241,16797672,10
4415241,16846805,14
4415241,16850888,16
4415241,16987409,1
4415241,17013073,6
4415241,17165711,1
4415241,17176927,2
4415241,17254373,1
4415241,17345263,1
4415241,17388574,1
4415241,17440649,1
4415241,17440655,1
4415241,17795560,1
4415241,18548373,2
4415241,19113451,1
4433960,11543212,1
4444354,2506050,10
4444354,3234817,36
4444354,3299214,10
4444354,3347708,4
4444354,3497901,2
4444354,3664102,4
4444354,3890028,4
4444354,4022539,10
4444354,4195012,12
4444354,4227304,8
4444354,4227544,4
4444354,4227831,1
4444354,4229950,8
4444354,4230061,2
4444354,4230739,4
4444354,4230749,18
4444354,4234009,6
4444354,4235139,2
4444354,4241192,2
4444354,4241237,14
4444354,4381129,6
4444354,4381377,4
4444354,4411688,1
4444354,4414163,4
4444354,4415241,4
4444354,4473922,2
4444354,4514494,1
4444354,4575178,1
4444354,4598109,16
4444354,4598363,18
4444354,4601600,1
4444354,4884579,8
4444354,4982172,8
4444354,5019924,12
4444354,5051342,4
4444354,5053417,1
4444354,5835799,4
4444354,5836035,2
4444354,5836163,10
4444354,5836197,6
4444354,5836206,6
4444354,5966099,4
4444354,6290724,1
4444354,6611894,10
4444354,6699205,10
4444354,6703240,6
4444354,7055857,2
4444354,7616956,8
4444354,7690945,4
4444354,7786053,8
4444354,7802210,14
4444354,7828725,12
4444354,7829784,6
4444354,7840203,12
4444354,7840791,4
4444354,7868195,10
4444354,7897469,2
4444354,7901791,6
4444354,8066542,8
4444354,8068173,8
4444354,8094859,24
4444354,8297018,10
4444354,8338584,6
4444354,8413663,2
4444354,8559607,6
4444354,8689674,8
4444354,8723397,2
4444354,8798010,10
4444354,8850802,8
4444354,8891315,2
4444354,8980589,58
4444354,9074101,8
4444354,9469519,18
4444354,9525492,6
4444354,9556700,6
4444354,9609048,10
4444354,9730873,2
4444354,9766793,10
4444354,9796812,10
4444354,9809626,2
4444354,9813188,2
4444354,9889095,2
4444354,9897223,6
4444354,10163418,4
4444354,10169396,2
4444354,10259967,2
4444354,11524047,22
4444354,11683588,1
4444354,11813287,4
4444354,12475432,4
4444354,12871993,12
4444354,13631636,1
4444354,14077615,3
4444354,14260575,1
4444354,14268466,1
4444354,14290605,1
4444354,14298803,1
4444354,15190130,1
4444354,15421363,6
4444354,15592096,4
4444354,15617305,18
4444354,15673715,1
4444354,16178283,2
4444354,16240569,2
4444354,16275807,1
4444354,16720240,4
4444354,16797672,4
4444354,16846805,18
4444354,16850888,6
4444354,17013073,4
4444354,17019327,1
4444354,17295912,4
4444354,17440649,2
4473922,4022539,2
4473922,4195012,1
4473922,4381377,4
4473922,7901791,6
4473922,7983899,2
4473922,8297018,2
4473922,8980589,1
4473922,9109799,1
4473922,10673895,2
4473922,12475432,1
4473922,16868923,1
4473922,17013073,3
4473922,17016974,6
4493199,3814651,1
4493199,3819157,20
4493199,3819171,8
4493199,3819762,7
4493199,4493199,2
4493199,4498648,2
4493199,4498742,1
4493199,4499308,1
4493199,4570270,1
4493199,4635057,2
4493199,4665186,2
4493199,4680995,5
4493199,4780707,11
4493199,4985759,2
4493199,5030808,1
4493199,5291791,1
4493199,5453333,9
4493199,5474852,3
4493199,6143930,1
4493199,6494274,8
4493199,6702830,20
4493199,7864823,2
4493199,7939890,12
4493199,7939979,9
4493199,7941642,1
4493199,8037197,2
4493199,8238322,8
4493199,8276782,2
4493199,8311264,15
4493199,8399890,2
4493199,8704079,1
4493199,8877795,5
4493199,10455234,4
4493199,10831005,7
4493199,11003707,2
4493199,11135340,2
4493199,11691640,2
4493199,11703922,2
4493199,12217572,2
4493199,12387154,5
4493199,12667895,1
4493199,12726582,2
4493199,12840470,2
4493199,14308948,1
4493199,14309145,1
4493199,14309233,2
4493199,14309339,2
4493199,14309447,1
4493199,14309618,2
4493199,14309843,4
4493199,14311348,1
4493199,14311473,1
4493199,14311547,1
4493199,14319498,1
4493199,14333495,3
4493199,14450919,6
4493199,14514597,4
4493199,14575512,1
4493199,14898816,4
4493199,15691114,2
4493199,15721919,50
4493199,15788431,2
4493199,15943192,1
4493199,16015738,2
4493199,16100461,2
4493199,16402194,2
4493199,16409132,11
4493199,16440649,2
4493199,16476157,1
4493199,16486385,2
4493199,16491773,1
4493199,16494105,2
4493199,16504257,4
4493199,16504516,1
4493199,16537368,4
4493199,16627950,6
4493199,16629788,2
4493199,16629931,12
4493199,16631248,4
4493199,16817095,1
4493199,16848475,1
4493199,16936985,1
4493199,17316754,1
4493199,17355757,2
4493199,17696578,4
4493199,17710868,1
4493199,17743170,2
4493199,17776906,5
4493199,17962513,3
4493199,17969009,2
4493199,19045334,8
4493199,19068876,3
4507955,3813487,3
4507955,11525714,1
4507955,12805363,4
4507955,17068730,3
4514494,4022539,3
4514494,6611894,2
4514494,7616956,1
4514494,16178283,1
4514494,16240569,5
4514494,16353832,2
4515496,4234009,1
4515496,6611894,1
4515496,8980589,1
4515496,11525714,1
4515496,16883909,1
4518546,2506050,2
4518546,3886356,4
4518546,3890028,4
4518546,4117305,6
4518546,4134539,6
4518546,4195012,10
4518546,4230749,4
4518546,4401350,32
4518546,4411505,16
4518546,4412036,4
4518546,4412315,4
4518546,4884579,14
4518546,5395823,22
4518546,5937084,8
4518546,5966099,6
4518546,6611894,2
4518546,6702830,2
4518546,7055857,26
4518546,7057894,8
4518546,7187384,4
4518546,7802210,10
4518546,7901791,6
4518546,7910624,18
4518546,7983899,22
4518546,8078096,2
4518546,8118474,4
4518546,8262302,14
4518546,8262372,2
4518546,8262503,4
4518546,8263140,4
4518546,8263285,2
4518546,8297018,2
4518546,8319311,12
4518546,8338584,4
4518546,8513389,4
4518546,8798010,14
4518546,8865199,6
4518546,8877158,16
4518546,8922644,6
4518546,9020574,2
4518546,9109799,12
4518546,9983191,6
4518546,10673895,10
4518546,11017761,10
4518546,11691603,12
4518546,11725127,10
4518546,11725803,18
4518546,12092994,1
4518546,12217572,2
4518546,12233237,1
4518546,12398622,1
4518546,12587013,1
4518546,12726582,8
4518546,12845777,1
4518546,12871993,8
4518546,13961016,1
4518546,14082322,34
4518546,14319185,1
4518546,14333169,1
4518546,14460113,2
4518546,14540633,1
4518546,14898295,4
4518546,14898816,8
4518546,15253921,6
4518546,15398730,6
4518546,15404207,6
4518546,15571194,22
4518546,15592096,10
4518546,15673454,1
4518546,15721919,2
4518546,15722867,10
4518546,15741847,1
4518546,15766806,1
4518546,15795295,1
4518546,15810983,12
4518546,15861524,2
4518546,16039470,4
4518546,16040690,1
4518546,16058860,8
4518546,16210988,2
4518546,16223537,54
4518546,16240569,4
4518546,16259595,2
4518546,16301668,1
4518546,16326399,1
4518546,16353832,4
4518546,16435965,8
4518546,16444327,2
4518546,16470030,1
4518546,16491949,1
4518546,16627838,2
4518546,16627861,4
4518546,16629757,2
4518546,16629788,6
4518546,16629931,2
4518546,16630385,8
4518546,16630941,2
4518546,16631114,6
4518546,16663592,1
4518546,16782830,30
4518546,16797672,12
4518546,16868923,4
4518546,16883909,4
4518546,16916073,1
4518546,16977881,4
4518546,17016974,18
4518546,17042764,1
4518546,17045501,1
4518546,17045515,1
4518546,17045565,1
4518546,17045624,1
4518546,17046216,1
4518546,17046895,1
4518546,17048557,1
4518546,17048635,1
4518546,17049097,1
4518546,17049314,1
4518546,17049462,1
4518546,17049535,3
4518546,17049787,1
4518546,17147410,2
4518546,17147698,30
4518546,17176911,1
4518546,17188700,1
4518546,17276867,2
4518546,17355757,8
4518546,18028397,36
4522539,8338584,1
4570270,4985759,1
4570270,8262372,3
4570270,9747418,1
4570270,12948470,2
4575178,3299214,2
4575178,4022539,2
4575178,4381129,1
4575178,4381377,1
4575178,4414184,2
4575178,4884579,1
4575178,6611894,1
4575178,6703240,1
4575178,7840791,1
4575178,7897469,2
4575178,16883909,1
4595609,4414163,1
4595609,7057894,1
4598109,867393,1
4598109,1414206,1
4598109,2324622,3
4598109,2426397,4
4598109,3414508,3
4598109,3727963,3
4598109,3736500,1
4598109,3762060,2
4598109,3795628,1
4598109,3945232,1
4598109,3945454,1
4598109,4284106,8
4598109,4364826,3
4598109,5349961,2
4598109,5404887,1
4598109,5614978,1
4598109,7136254,5
4598109,7499447,3
4598109,7571966,4
4598109,8213784,1
4598109,8438283,7
4598109,8639005,1
4598109,9455820,2
4598109,9455885,4
4598109,9499115,1
4598109,9503203,1
4598109,9709983,7
4598109,9748981,4
4598109,9758503,2
4598109,9780442,1
4598109,9793489,1
4598109,9801441,1
4598109,9805588,18
4598109,9807954,1
4598109,9841469,2
4598109,9903957,1
4598109,10111817,1
4598109,10262043,4
4598109,10322164,19
4598109,10990803,2
4598109,11635704,1
4598109,11635711,2
4598109,11635788,2
4598109,11635881,1
4598109,11636090,1
4598109,11636096,1
4598109,11636105,1
4598109,11637003,1
4598109,11637009,1
4598109,11637858,1
